ticker,company,source_type,url,crawler_grade,vendor_profile,vendor_recommendation,accepted_documents,candidate_links_seen,source_http_status,priority,discovery_pass
JNJ,Johnson & Johnson,company_presentation_archive,https://www.investor.jnj.com/events-and-presentations/default.aspx,crawler_ready,cloudflare_challenge,Q4 feed returned no accepted full-body documents; inspect endpoint parameters or use browser network capture.,0,0,,high_vendor_api_adapter,q4_fast
NKE,NIKE Inc.,company_news_archive,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,crawler_ready,cloudflare_challenge,Q4 feed returned no accepted full-body documents; inspect endpoint parameters or use browser network capture.,0,0,,high_vendor_api_adapter,q4_fast
TRV,The Travelers Companies Inc.,company_earnings_archive,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,crawler_ready,q4_or_q4_like,Q4 feed returned no accepted full-body documents; inspect endpoint parameters or use browser network capture.,0,0,,high_vendor_api_adapter,q4_fast
TRV,The Travelers Companies Inc.,company_ir_hub,https://investor.travelers.com/home/default.aspx,crawler_ready,q4_or_q4_like,Q4 feed returned no accepted full-body documents; inspect endpoint parameters or use browser network capture.,0,0,,high_vendor_api_adapter,q4_fast
CSCO,Cisco Systems Inc.,company_earnings_archive,https://newsroom.cisco.com/earningsandacquisitions,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
GS,The Goldman Sachs Group Inc.,company_earnings_archive,https://www.goldmansachs.com/investor-relations/financials/quarterly-earnings-releases,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,6,200,medium_source_specific_adapter,static_smoke
GS,The Goldman Sachs Group Inc.,company_financial_report_archive,https://www.goldmansachs.com/investor-relations/financials,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
CSCO,Cisco Systems Inc.,company_press_release_archive,https://newsroom.cisco.com/c/r/newsroom/en/us/press-releases.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
DIS,The Walt Disney Company,company_press_release_archive,https://thewaltdisneycompany.com/press-releases/,crawler_ready,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,200,medium_source_specific_adapter,static_smoke
BA,The Boeing Company,company_press_release_archive,https://boeing.mediaroom.com/news-releases-statements,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
AAPL,Apple Inc.,company_press_release_archive,https://www.apple.com/newsroom/archive/,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
GS,The Goldman Sachs Group Inc.,company_presentation_archive,https://www.goldmansachs.com/investor-relations/presentations,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,6,200,medium_source_specific_adapter,static_smoke
AAPL,Apple Inc.,company_press_release_archive,https://www.apple.com/newsroom/archive/iphone/,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
HD,The Home Depot Inc.,company_earnings_archive,https://ir.homedepot.com/financial-reports/quarterly-earnings/2025,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
GS,The Goldman Sachs Group Inc.,company_financial_report_archive,https://www.goldmansachs.com/investor-relations/financials/annual-reports,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,7,200,medium_source_specific_adapter,static_smoke
GS,The Goldman Sachs Group Inc.,company_press_release_archive,https://www.goldmansachs.com/pressroom,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
HD,The Home Depot Inc.,company_earnings_archive,https://ir.homedepot.com/financial-reports/quarterly-earnings/archive,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
HD,The Home Depot Inc.,company_financial_report_archive,https://ir.homedepot.com/financial-reports/annual-reports/archive,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
HD,The Home Depot Inc.,company_presentation_archive,https://ir.homedepot.com/events-and-presentations,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
HD,The Home Depot Inc.,company_press_release_archive,https://ir.homedepot.com/news-releases/2025,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
HD,The Home Depot Inc.,company_press_release_archive,https://ir.homedepot.com/news-releases/archive,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
JNJ,Johnson & Johnson,company_press_release_archive,https://www.jnj.com/media-center/press-releases,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,0,200,medium_source_specific_adapter,static_smoke
JPM,JPMorgan Chase & Co.,company_earnings_archive,https://www.jpmorganchase.com/ir/quarterly-earnings,crawler_ready,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,4,200,medium_source_specific_adapter,static_smoke
INTC,Intel Corporation,company_earnings_archive,https://www.intc.com/financial-info/financial-results,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
IBM,International Business Machines Corporation,company_press_release_archive,https://newsroom.ibm.com/announcements,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
JPM,JPMorgan Chase & Co.,company_press_release_archive,https://www.jpmorganchase.com/ir/news,crawler_ready,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,4,200,medium_source_specific_adapter,static_smoke
IBM,International Business Machines Corporation,company_presentation_archive,https://www.ibm.com/investor/events,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
JPM,JPMorgan Chase & Co.,company_presentation_archive,https://www.jpmorganchase.com/ir/events,crawler_ready,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,4,200,medium_source_specific_adapter,static_smoke
MCD,McDonald's Corporation,company_press_release_archive,https://mcdonalds.mediaroom.com/,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
MCD,McDonald's Corporation,company_financial_report_archive,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
MCD,McDonald's Corporation,company_ir_hub,https://corporate.mcdonalds.com/corpmcd/investors.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
MCD,McDonald's Corporation,company_presentation_archive,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
MRK,Merck & Co. Inc.,company_press_release_archive,https://www.merck.com/media/news/,crawler_ready,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,7,200,medium_source_specific_adapter,static_smoke
MRK,Merck & Co. Inc.,company_ir_hub,https://www.merck.com/investor-relations/,crawler_ready,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,200,medium_source_specific_adapter,static_smoke
IBM,International Business Machines Corporation,company_earnings_archive,https://www.ibm.com/investor/financial-reporting/quarterly-earnings,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
MSFT,Microsoft Corporation,company_earnings_archive,https://www.microsoft.com/en-us/investor/earnings/fy-2023-q2/press-release-webcast,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
MSFT,Microsoft Corporation,company_presentation_archive,https://www.microsoft.com/en-us/investor/events/default,crawler_ready,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,200,medium_source_specific_adapter,static_smoke
MSFT,Microsoft Corporation,company_financial_report_archive,https://www.microsoft.com/en-us/investor/annual-reports,crawler_ready,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,200,medium_source_specific_adapter,static_smoke
MSFT,Microsoft Corporation,company_financial_report_archive,https://www.microsoft.com/investor/reports/ar25/index.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,5,200,medium_source_specific_adapter,static_smoke
MRK,Merck & Co. Inc.,company_earnings_archive,https://www.merck.com/investor-relations/financial-information/,crawler_ready,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,200,medium_source_specific_adapter,static_smoke
MSFT,Microsoft Corporation,company_earnings_archive,https://www.microsoft.com/en-us/investor/investor-information,crawler_ready,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,200,medium_source_specific_adapter,static_smoke
MSFT,Microsoft Corporation,company_press_release_archive,https://news.microsoft.com/source/tag/press-releases/,crawler_ready,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,200,medium_source_specific_adapter,static_smoke
CRM,Salesforce Inc.,company_earnings_archive,https://www.salesforce.com/news/topics/earnings/,crawler_ready,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,200,medium_source_specific_adapter,static_smoke
MRK,Merck & Co. Inc.,company_presentation_archive,https://www.merck.com/investor-relations/events-and-presentations/,crawler_ready,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,200,medium_source_specific_adapter,static_smoke
UNH,UnitedHealth Group Incorporated,company_financial_report_archive,https://www.unitedhealthgroup.com/investors/financial-reports.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
UNH,UnitedHealth Group Incorporated,company_press_release_archive,https://www.unitedhealthgroup.com/newsroom/press-releases.html,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
UNH,UnitedHealth Group Incorporated,company_financial_report_archive,https://www.unitedhealthgroup.com/investors/archive.html,crawler_ready,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,0,8,,medium_source_specific_adapter,static_smoke
CRM,Salesforce Inc.,company_press_release_archive,https://www.salesforce.com/news/content-types/press-releases/,crawler_ready,wordpress,Use WordPress REST API or sitemap before HTML scraping.,0,8,200,medium_source_specific_adapter,static_smoke
UNH,UnitedHealth Group Incorporated,company_ir_hub,https://www.unitedhealthgroup.com/investors.html,crawler_ready,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,0,8,,medium_source_specific_adapter,static_smoke
PG,The Procter & Gamble Company,company_financial_report_archive,https://www.pginvestor.com/financials/annual-reports/default.aspx,crawler_ready,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,0,8,200,medium_source_specific_adapter,static_smoke
VZ,Verizon Communications Inc.,company_earnings_archive,https://www.verizon.com/about/investors/quarterly-earnings,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
VZ,Verizon Communications Inc.,company_press_release_archive,https://www.verizon.com/about/news/press-releases,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
VZ,Verizon Communications Inc.,company_ir_hub,https://www.verizon.com/about/investors,crawler_ready,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,0,8,,medium_source_specific_adapter,static_smoke
VZ,Verizon Communications Inc.,company_press_release_archive,https://www.verizon.com/about/news,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
VZ,Verizon Communications Inc.,company_news_archive,https://www.verizon.com/about/investors/investor-news,crawler_ready,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,0,8,200,medium_source_specific_adapter,static_smoke
WMT,Walmart Inc.,company_press_release_archive,https://corporate.walmart.com/news,crawler_ready,fetch_problem,Recheck with requests/certifi/curl fallback and replace if still blocked.,0,8,,medium_source_specific_adapter,static_smoke
JPM,JPMorgan Chase & Co.,company_financial_report_archive,https://www.jpmorganchase.com/ir/annual-report,crawler_ready,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,8,200,medium_source_specific_adapter,static_smoke
IBM,International Business Machines Corporation,company_financial_report_archive,https://www.ibm.com/investor/financial-reporting,crawler_ready,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,0,8,200,medium_source_specific_adapter,static_smoke
