ticker,company,source_type,source_url,crawler_grade,vendor_profile,vendor_recommendation,source_fetch_skipped,source_http_status,source_final_url,source_error,archive_pages_seen,candidate_links_seen,q4_feed_candidates_seen,rss_candidates_seen,wordpress_candidates_seen,accepted_documents,rejected_candidates_checked
AMZN,Amazon.com Inc.,company_earnings_archive,https://ir.aboutamazon.com/quarterly-results/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.aboutamazon.com/quarterly-results/default.aspx,,0,50,50,0,0,32,18
AMZN,Amazon.com Inc.,company_financial_report_archive,https://ir.aboutamazon.com/annual-reports-proxies-and-shareholder-letters/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.aboutamazon.com/annual-reports-proxies-and-shareholder-letters/default.aspx,,0,54,54,0,0,36,18
AMZN,Amazon.com Inc.,company_presentation_archive,https://ir.aboutamazon.com/events/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.aboutamazon.com/events/default.aspx,,0,54,54,0,0,36,18
AMZN,Amazon.com Inc.,company_press_release_archive,https://ir.aboutamazon.com/news-release/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.aboutamazon.com/news-release/default.aspx,,0,50,50,0,0,32,18
AXP,American Express Company,company_financial_report_archive,https://ir.americanexpress.com/financials/annual-reports-and-proxy-statements/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.americanexpress.com/financials/annual-reports-and-proxy-statements/default.aspx,,0,142,142,0,0,80,0
AXP,American Express Company,company_financial_report_archive,https://ir.americanexpress.com/investor-relations/financial-documents-and-reports/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.americanexpress.com/investor-relations/financial-documents-and-reports/default.aspx,,0,142,142,0,0,80,0
AXP,American Express Company,company_news_archive,https://ir.americanexpress.com/news/investor-relations-news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.americanexpress.com/news/investor-relations-news/default.aspx,,0,142,142,0,0,80,0
AXP,American Express Company,company_presentation_archive,https://ir.americanexpress.com/events/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.americanexpress.com/events/default.aspx,,0,142,142,0,0,80,0
AXP,American Express Company,company_presentation_archive,https://ir.americanexpress.com/news-events/events-and-presentations/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.americanexpress.com/news-events/events-and-presentations/default.aspx,,0,142,142,0,0,80,0
AXP,American Express Company,company_press_release_archive,https://ir.americanexpress.com/news-events/press-releases/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://ir.americanexpress.com/news-events/press-releases/default.aspx,,0,142,142,0,0,80,0
BA,The Boeing Company,company_financial_report_archive,https://investors.boeing.com/investors/reports/,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.boeing.com/investors/reports/,,0,250,250,0,0,80,5
BA,The Boeing Company,company_presentation_archive,https://investors.boeing.com/investors/events-presentations/,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.boeing.com/investors/events-presentations/,,0,250,250,0,0,80,5
BA,The Boeing Company,company_press_release_archive,https://investors.boeing.com/investors/news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.boeing.com/investors/news/default.aspx,,0,250,250,0,0,80,5
CAT,Caterpillar Inc.,company_earnings_archive,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.caterpillar.com/financials/quarterly-results/default.aspx,,0,75,75,0,0,74,1
CAT,Caterpillar Inc.,company_ir_hub,https://investors.caterpillar.com/overview/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.caterpillar.com/overview/default.aspx,,0,107,107,0,0,80,0
CAT,Caterpillar Inc.,company_presentation_archive,https://investors.caterpillar.com/events-presentations/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.caterpillar.com/events-presentations/default.aspx,,0,107,107,0,0,80,0
CAT,Caterpillar Inc.,company_press_release_archive,https://investors.caterpillar.com/news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.caterpillar.com/news/default.aspx,,0,107,107,0,0,80,0
CRM,Salesforce Inc.,company_earnings_archive,https://investor.salesforce.com/financials/quarterly-results/,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.salesforce.com/financials/quarterly-results/,,0,250,250,0,0,80,0
CRM,Salesforce Inc.,company_presentation_archive,https://investor.salesforce.com/events-and-presentations/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.salesforce.com/events-and-presentations/default.aspx,,0,250,250,0,0,80,0
CRM,Salesforce Inc.,company_press_release_archive,https://investor.salesforce.com/news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.salesforce.com/news/default.aspx,,0,250,250,0,0,80,0
CSCO,Cisco Systems Inc.,company_earnings_archive,https://investor.cisco.com/financials/quarterly-results/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.cisco.com/financials/quarterly-results/default.aspx,,0,250,250,0,0,80,0
CSCO,Cisco Systems Inc.,company_presentation_archive,https://investor.cisco.com/events-and-presentations/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.cisco.com/events-and-presentations/default.aspx,,0,250,250,0,0,80,0
CSCO,Cisco Systems Inc.,company_press_release_archive,https://investor.cisco.com/news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.cisco.com/news/default.aspx,,0,250,250,0,0,80,0
DIS,The Walt Disney Company,company_earnings_archive,https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.thewaltdisneycompany.com/financials/quarterly-results/default.aspx,,0,171,171,0,0,80,44
DIS,The Walt Disney Company,company_ir_hub,https://investors.thewaltdisneycompany.com/,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.thewaltdisneycompany.com/,,0,77,77,0,0,41,36
DIS,The Walt Disney Company,company_presentation_archive,https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.thewaltdisneycompany.com/events-and-presentations/default.aspx,,0,171,171,0,0,80,44
DIS,The Walt Disney Company,company_press_release_archive,https://investors.thewaltdisneycompany.com/news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.thewaltdisneycompany.com/news/default.aspx,,0,38,38,0,0,18,20
JNJ,Johnson & Johnson,company_earnings_archive,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,,0,250,250,0,0,29,221
JNJ,Johnson & Johnson,company_news_archive,https://www.investor.jnj.com/investor-news/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://www.investor.jnj.com/investor-news/default.aspx,,0,250,250,0,0,29,221
JNJ,Johnson & Johnson,company_presentation_archive,https://www.investor.jnj.com/events-and-presentations/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://www.investor.jnj.com/events-and-presentations/default.aspx,,0,0,0,0,0,0,0
NKE,NIKE Inc.,company_earnings_archive,https://investors.nike.com/investors/news-events-and-reports/default.aspx#quarterly-earnings,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.nike.com/investors/news-events-and-reports/default.aspx#quarterly-earnings,,0,185,185,0,0,80,0
NKE,NIKE Inc.,company_news_archive,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investors.nike.com/investors/news-events-and-reports/investor-news/investor-news-details/,,0,0,0,0,0,0,0
TRV,The Travelers Companies Inc.,company_earnings_archive,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,,0,0,0,0,0,0,0
TRV,The Travelers Companies Inc.,company_ir_hub,https://investor.travelers.com/home/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.travelers.com/home/default.aspx,,0,0,0,0,0,0,0
TRV,The Travelers Companies Inc.,company_presentation_archive,https://investor.travelers.com/events-and-presentations/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.travelers.com/events-and-presentations/default.aspx,,0,250,250,0,0,80,75
TRV,The Travelers Companies Inc.,company_press_release_archive,https://investor.travelers.com/newsroom/press-releases/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.travelers.com/newsroom/press-releases/default.aspx,,0,250,250,0,0,80,69
V,Visa Inc.,company_earnings_archive,https://investor.visa.com/financial-information/quarterly-earnings/,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.visa.com/financial-information/quarterly-earnings/,,0,250,250,0,0,80,7
V,Visa Inc.,company_presentation_archive,https://investor.visa.com/events-calendar/events-archive/default.aspx,crawler_ready,cloudflare_challenge,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.visa.com/events-calendar/events-archive/default.aspx,,0,250,250,0,0,80,4
V,Visa Inc.,company_press_release_archive,https://investor.visa.com/news/default.aspx,crawler_ready,q4_or_q4_like,Q4 fast feed adapter; no generic HTML crawl.,yes,,https://investor.visa.com/news/default.aspx,,0,250,250,0,0,80,4
