ticker,company,source_type,url,coverage_note,has_dates,has_full_text,needs_js,notes,canonical_url,is_new_vs_previous_review,http_status,final_url,content_type,title_hint,fetch_error,vendor_profile,vendor_recommendation,q4_year_endpoint_status,q4_years_2010_2023,q4_has_train,q4_has_oos,q4_error,likely_value
INTC,Intel Corporation,investor_presentations_archive,https://www.intc.com/news-events/presentations,Official Intel presentations archive with dated earnings and event decks.,yes,yes,no,Useful for slide decks and prepared remarks,https://www.intc.com/news-events/presentations,no,200,https://www.intc.com/news-events/presentations,text/html; charset=UTF-8,Presentations :: Intel Corporation (INTC),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
INTC,Intel Corporation,ir_press_releases_archive,https://www.intc.com/news-events/press-releases,Official Intel press release archive with dated items and full detail pages.,yes,yes,no,Official IR page,https://www.intc.com/news-events/press-releases,no,200,https://www.intc.com/news-events/press-releases,text/html; charset=UTF-8,Press Releases :: Intel Corporation (INTC),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
JNJ,Johnson & Johnson,earnings_results_archive,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,Official quarterly results archive with press releases supplemental schedules and earnings presentations.,yes,yes,yes,Strong earnings source on official IR site,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,no,403,https://www.investor.jnj.com/financials/quarterly-results/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013,yes,yes,,low_blocked_unless_feed
JNJ,Johnson & Johnson,investor_presentations_archive,https://www.investor.jnj.com/events-and-presentations/default.aspx,Official events and presentations archive with dated decks press releases and transcripts.,yes,yes,yes,Useful for earnings and conference materials,https://www.investor.jnj.com/events-and-presentations/default.aspx,no,403,https://www.investor.jnj.com/events-and-presentations/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013,yes,yes,,low_blocked_unless_feed
JNJ,Johnson & Johnson,investor_relations_hub,https://www.investor.jnj.com/overview/default.aspx,Official J&J IR hub linking investor news quarterly results and events presentations.,yes,yes,yes,Official IR provider page,https://www.investor.jnj.com/overview/default.aspx,yes,403,https://www.investor.jnj.com/overview/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013,yes,yes,,low_blocked_unless_feed
JPM,JPMorgan Chase & Co.,earnings_results_archive,https://www.jpmorganchase.com/ir/quarterly-earnings,Official quarterly earnings hub with dated press releases presentations supplements and transcripts.,yes,yes,no,Very good earnings source,https://www.jpmorganchase.com/ir/quarterly-earnings,no,200,https://www.jpmorganchase.com/ir/quarterly-earnings,text/html;charset=utf-8,Quarterly Earnings | JPMorganChase,,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,,,no,no,,medium_vendor_or_browser
JPM,JPMorgan Chase & Co.,investor_presentations_archive,https://www.jpmorganchase.com/ir/events,Official events and presentations archive with investor day and conference materials.,yes,yes,no,Useful for investor event history,https://www.jpmorganchase.com/ir/events,no,200,https://www.jpmorganchase.com/ir/events,text/html;charset=utf-8,Events | JPMorganChase,,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,,,no,no,,medium_vendor_or_browser
JPM,JPMorgan Chase & Co.,ir_press_releases_archive,https://www.jpmorganchase.com/ir/news,Official JPMorganChase IR news archive with dated firm press releases.,yes,yes,no,Official company IR page,https://www.jpmorganchase.com/ir/news,no,200,https://www.jpmorganchase.com/ir/news,text/html;charset=utf-8,Press Releases | JPMorganChase,,gcs_web,Use GCS/Web year/category pagination; validate detail pages after URL discovery.,,,no,no,,medium_vendor_or_browser
KO,The Coca-Cola Company,earnings_results_archive,https://investors.coca-colacompany.com/financial-information,Official financial information page with dated earnings releases call transcripts and annual reports. Search results show multiple historical years on-page.,yes,yes,no,Good multi-year earnings hub,https://investors.coca-colacompany.com/financial-information,no,200,https://investors.coca-colacompany.com/financial-information,text/html; charset=UTF-8,Financial Information :: The Coca-Cola Company (KO),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
KO,The Coca-Cola Company,investor_relations_hub,https://investors.coca-colacompany.com/news-events,Official news and events hub linking releases and investor events.,yes,yes,no,Useful discovery page for adjacent archives,https://investors.coca-colacompany.com/news-events,yes,200,https://investors.coca-colacompany.com/news-events,text/html; charset=UTF-8,News & Events :: The Coca-Cola Company (KO),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
KO,The Coca-Cola Company,ir_press_releases_archive,https://investors.coca-colacompany.com/news-events/press-releases,Official Coca-Cola press release archive with dated detail pages and PDFs.,yes,yes,no,Official IR news archive,https://investors.coca-colacompany.com/news-events/press-releases,no,200,https://investors.coca-colacompany.com/news-events/press-releases,text/html; charset=UTF-8,Press Releases :: The Coca-Cola Company (KO),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
MCD,McDonald's Corporation,financial_reports_archive,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,Official financial information page for quarterly results annual reports and related filings.,yes,yes,no,Good core source for financial documents,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,no,200,https://corporate.mcdonalds.com/corpmcd/investors/financial-information.html,text/html;charset=utf-8,Financial Information and Annual Reports | McDonald’s,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
MCD,McDonald's Corporation,investor_presentations_archive,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,Official events and presentations page with shareholder meeting and investor presentation materials.,yes,yes,no,Useful for presentations and event metadata,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,no,200,https://corporate.mcdonalds.com/corpmcd/investors/events-and-presentations.html,text/html;charset=utf-8,Events & Presentations | McDonald’s Corporation,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
MCD,McDonald's Corporation,investor_relations_hub,https://corporate.mcdonalds.com/corpmcd/investors.html,Official McDonald's investor relations hub with latest financial news and shareholder resources.,yes,yes,no,Official company investor page,https://corporate.mcdonalds.com/corpmcd/investors.html,no,200,https://corporate.mcdonalds.com/corpmcd/investors.html,text/html;charset=utf-8,"Investor Information, Services, and Relations | McDonald’s",,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,medium_static_candidate
MMM,3M Company,earnings_results_archive,https://investors.3m.com/news-events/earnings-releases,Official 3M earnings release archive with dated result pages.,yes,yes,no,Strong quarter-result source,https://investors.3m.com/news-events/earnings-releases,no,200,https://investors.3m.com/news-events/earnings-releases,text/html; charset=UTF-8,Earnings Releases :: 3M Company (MMM),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
MMM,3M Company,investor_presentations_archive,https://investors.3m.com/news-events/events-presentations,Official 3M events and presentations archive with dated conference and earnings materials.,yes,yes,no,Useful for event-driven datasets,https://investors.3m.com/news-events/events-presentations,no,200,https://investors.3m.com/news-events/events-presentations,text/html; charset=UTF-8,Events & Presentations :: 3M Company (MMM),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
MMM,3M Company,ir_press_releases_archive,https://investors.3m.com/news-events/press-releases,Official 3M press release archive with dated items and category filters.,yes,yes,no,Official IR archive,https://investors.3m.com/news-events/press-releases,no,200,https://investors.3m.com/news-events/press-releases,text/html; charset=UTF-8,Press Releases :: 3M Company (MMM),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
MRK,Merck & Co. Inc.,company_news_archive,https://www.merck.com/media/news/,Official Merck news release archive with explicit year filter including 2010-2026.,yes,yes,no,Very strong fit for long historical coverage,https://www.merck.com/media/news/,yes,200,https://www.merck.com/media/news/,text/html; charset=UTF-8,News releases - Merck.com,,wordpress,Use WordPress REST API or sitemap before HTML scraping.,,,no,no,,high_static_or_wp_candidate
MRK,Merck & Co. Inc.,earnings_results_archive,https://www.merck.com/investor-relations/financial-information/,Official financial information page with quarterly reports and annual reports. Explicit year menu includes 2010-2026.,yes,yes,no,Strong fit for 2010-2023 financial coverage,https://www.merck.com/investor-relations/financial-information/,no,200,https://www.merck.com/investor-relations/financial-information/,text/html; charset=UTF-8,Financial information - Merck.com,,wordpress,Use WordPress REST API or sitemap before HTML scraping.,,,no,no,,high_static_or_wp_candidate
MRK,Merck & Co. Inc.,investor_presentations_archive,https://www.merck.com/investor-relations/events-and-presentations/,Official Merck events and presentations archive with dated webcast presentation and transcript links.,yes,yes,no,Useful for earnings calls and conferences,https://www.merck.com/investor-relations/events-and-presentations/,no,200,https://www.merck.com/investor-relations/events-and-presentations/,text/html; charset=UTF-8,Events & presentations | Merck,,wordpress,Use WordPress REST API or sitemap before HTML scraping.,,,no,no,,high_static_or_wp_candidate
MSFT,Microsoft Corporation,annual_reports_archive,https://www.microsoft.com/investor/reports/ar25/index.html,Official Microsoft annual report series. Current year page is here and older years follow the same official investor reports structure.,yes,yes,no,Useful backup for financial history,https://www.microsoft.com/investor/reports/ar25/index.html,yes,200,https://www.microsoft.com/investor/reports/ar25/index.html,text/html,Microsoft 2025 Annual Report,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
MSFT,Microsoft Corporation,company_news_archive,https://news.microsoft.com/source/tag/press-releases/,Official Microsoft press release archive with very large dated archive and full text pages.,yes,yes,no,Official company newsroom archive,https://news.microsoft.com/source/tag/press-releases/,yes,200,https://news.microsoft.com/source/tag/press-releases/,text/html; charset=UTF-8,Press releases Archives - Source,,wordpress,Use WordPress REST API or sitemap before HTML scraping.,,,no,no,,high_static_or_wp_candidate
MSFT,Microsoft Corporation,investor_presentations_archive,https://www.microsoft.com/en-us/investor/events/default,Official Microsoft investor events and presentations archive with past events pages.,yes,yes,no,Useful for earnings and conference materials,https://www.microsoft.com/en-us/investor/events/default,no,200,https://www.microsoft.com/en-us/investor/events/default,text/html; charset=utf-8,Microsoft Investor Relations - Events,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,404,,no,no,,medium_vendor_or_browser
NKE,NIKE Inc.,investor_relations_hub,https://investors.nike.com/Home/default.aspx,Official NIKE investor relations home page with latest news and presentations.,yes,yes,no,Good discovery page for adjacent materials,https://investors.nike.com/Home/default.aspx,yes,403,https://investors.nike.com/Home/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,low_blocked_unless_feed
NKE,NIKE Inc.,investor_reports_hub,https://investors.nike.com/investors/news-events-and-reports/default.aspx,Official NIKE combined hub covering investor news quarterly earnings annual reports and events presentations.,yes,yes,no,Good all-in-one official source,https://investors.nike.com/investors/news-events-and-reports/default.aspx,no,403,https://investors.nike.com/investors/news-events-and-reports/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,low_blocked_unless_feed
NKE,NIKE Inc.,investor_resources_archive,https://investors.nike.com/investors/resources/default.aspx,Official investor resources page with annual report access and shareholder materials.,yes,yes,no,Useful backup route for annual materials,https://investors.nike.com/investors/resources/default.aspx,yes,403,https://investors.nike.com/investors/resources/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,low_blocked_unless_feed
PG,The Procter & Gamble Company,investor_presentations_archive,https://www.pginvestor.com/events-and-presentations/default.aspx,Official P&G events and presentations archive with archived event year selector. Page is JS-driven.,yes,yes,yes,Useful for investor events and webcasts,https://www.pginvestor.com/events-and-presentations/default.aspx,yes,200,https://www.pginvestor.com/events-and-presentations/default.aspx,text/html; charset=utf-8,Events & Presentations | Procter & Gamble Investor Relations,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,,no,no,,medium_vendor_or_browser
PG,The Procter & Gamble Company,investor_relations_hub,https://www.pginvestor.com/overview/default.aspx,Official P&G investor hub with latest news events and annual results.,yes,yes,no,Official IR overview page,https://www.pginvestor.com/overview/default.aspx,yes,200,https://www.pginvestor.com/overview/default.aspx,text/html; charset=utf-8,Investor Relations | Procter & Gamble Investor Relations,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,,no,no,,medium_vendor_or_browser
PG,The Procter & Gamble Company,ir_press_releases_archive,https://www.pginvestor.com/news/default.aspx,Official P&G news archive with year and category selectors. Page is JS-driven.,yes,yes,yes,Official IR news page,https://www.pginvestor.com/news/default.aspx,no,200,https://www.pginvestor.com/news/default.aspx,text/html; charset=utf-8,News | Procter & Gamble Investor Relations,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,,no,no,,medium_vendor_or_browser
TRV,The Travelers Companies Inc.,earnings_results_archive,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,Official Travelers quarterly results archive linked from the investor site navigation.,yes,yes,no,Good core source for quarter-level materials,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,no,200,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Financial Information - Quarterly Results,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,high_q4_feed
TRV,The Travelers Companies Inc.,investor_presentations_archive,https://investor.travelers.com/events-and-presentations/default.aspx,Official Travelers events and presentations archive linked from the investor site navigation.,yes,yes,no,Useful for earnings calls and investor events,https://investor.travelers.com/events-and-presentations/default.aspx,no,200,https://investor.travelers.com/events-and-presentations/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Events & Presentations,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,high_q4_feed
TRV,The Travelers Companies Inc.,ir_press_releases_archive,https://investor.travelers.com/newsroom/press-releases/default.aspx,Official Travelers press release archive on the investor newsroom site.,yes,yes,no,Official IR newsroom route,https://investor.travelers.com/newsroom/press-releases/default.aspx,no,200,https://investor.travelers.com/newsroom/press-releases/default.aspx,text/html; charset=utf-8,Travelers Investor Relations | Newsroom - Press Releases,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,high_q4_feed
UNH,UnitedHealth Group Incorporated,archive_hub,https://www.unitedhealthgroup.com/investors/archive.html,Official archive page for dividends earnings annual reports and filings. Search results explicitly describe historical archive coverage.,yes,yes,no,Useful historical backup source,https://www.unitedhealthgroup.com/investors/archive.html,no,200,https://www.unitedhealthgroup.com/investors/archive.html,text/html;charset=utf-8,Archive - UnitedHealth Group,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
UNH,UnitedHealth Group Incorporated,financial_reports_archive,https://www.unitedhealthgroup.com/investors/financial-reports.html,Official financial reports page with earnings releases quarterly and annual reports. Strong recent coverage from 2020s.,yes,yes,no,Good core financial source,https://www.unitedhealthgroup.com/investors/financial-reports.html,no,200,https://www.unitedhealthgroup.com/investors/financial-reports.html,text/html;charset=utf-8,Financial & Earnings Reports - UnitedHealth Group,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
UNH,UnitedHealth Group Incorporated,investor_relations_hub,https://www.unitedhealthgroup.com/investors.html,Official UnitedHealth Group investor hub with links to reports archive and shareholder resources.,yes,yes,no,Official company investor page,https://www.unitedhealthgroup.com/investors.html,no,200,https://www.unitedhealthgroup.com/investors.html,text/html;charset=utf-8,Investor Information - UnitedHealth Group,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,medium_static_candidate
V,Visa Inc.,earnings_results_archive,https://investor.visa.com/financial-information/quarterly-earnings/,Official Visa quarterly earnings archive with archived reports section.,yes,yes,yes,Good fit for quarter-level extraction,https://investor.visa.com/financial-information/quarterly-earnings/,no,403,https://investor.visa.com/financial-information/quarterly-earnings/,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,low_blocked_unless_feed
V,Visa Inc.,investor_presentations_archive,https://investor.visa.com/events-calendar/events-archive/default.aspx,Official Visa events archive with earnings conference calls and event materials.,yes,yes,yes,Useful for presentations and webcasts,https://investor.visa.com/events-calendar/events-archive/default.aspx,no,403,https://investor.visa.com/events-calendar/events-archive/default.aspx,text/html; charset=UTF-8,Just a moment...,,cloudflare_challenge,Prefer alternate official endpoint; otherwise use manual/browser pass without attempting bypass.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,low_blocked_unless_feed
V,Visa Inc.,ir_press_releases_archive,https://investor.visa.com/news/default.aspx,Official Visa press release archive with dated items and year selector.,yes,yes,yes,Official IR provider page,https://investor.visa.com/news/default.aspx,no,200,https://investor.visa.com/news/default.aspx,text/html; charset=utf-8,Visa - News,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,200,2023|2022|2021|2020|2019|2018|2017|2016|2015|2014|2013|2012|2011|2010,yes,yes,,high_q4_feed
VZ,Verizon Communications Inc.,company_news_archive,https://www.verizon.com/about/news,Official Verizon newsroom with latest company news and stories.,yes,yes,no,Official company newsroom,https://www.verizon.com/about/news,yes,200,https://www.verizon.com/about/news,text/html,Verizon News & Stories | About Verizon,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
VZ,Verizon Communications Inc.,earnings_results_archive,https://www.verizon.com/about/investors/quarterly-earnings,Official Verizon quarterly earnings archive with presentations financial statements and transcripts.,yes,yes,no,Good fit for 2021-2023 and adjacent years,https://www.verizon.com/about/investors/quarterly-earnings,no,200,https://www.verizon.com/about/investors/quarterly-earnings,text/html; charset=utf-8,Quarterly Earnings Conference Call Webcasts | About Verizon,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
VZ,Verizon Communications Inc.,ir_press_releases_archive,https://www.verizon.com/about/news/press-releases,Official Verizon press release archive with explicit year filter including 2010-2026.,yes,yes,no,Very strong fit for long historical coverage,https://www.verizon.com/about/news/press-releases,no,200,https://www.verizon.com/about/news/press-releases,text/html,Press Releases | About Verizon,,static_html_or_custom,Use generic archive discovery first; add source adapter only if coverage is poor.,,,no,no,,high_static_or_wp_candidate
WMT,Walmart Inc.,company_news_archive,https://corporate.walmart.com/news,Official Walmart newsroom with dated corporate announcements and finance-tagged news.,yes,yes,no,Official company newsroom,https://corporate.walmart.com/news,no,200,https://corporate.walmart.com/content/corporate/en_us/news.html,text/html;charset=utf-8,News,,q4_or_q4_like,Discover Q4 module/API parameters or use browser network capture to identify JSON endpoints.,404,,no,no,,medium_vendor_or_browser
WMT,Walmart Inc.,earnings_results_archive,https://stock.walmart.com/financial-information/financial-results,Official Walmart financial results archive. Search results show FY2022 materials directly on-page.,yes,yes,no,Strong recent-historical earnings source,https://stock.walmart.com/financial-information/financial-results,no,200,https://stock.walmart.com/financial-information/financial-results,text/html; charset=UTF-8,Financial Results :: Walmart Inc. (WMT),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
WMT,Walmart Inc.,investor_relations_hub,https://stock.walmart.com/,Official Walmart investor relations hub with latest financial results reports and news.,yes,yes,no,Official IR hub,https://stock.walmart.com/,yes,200,https://stock.walmart.com/,text/html; charset=UTF-8,Walmart Inc. (WMT),,quotemedia,Use QuoteMedia-backed investor page parser; inspect XHR calls and avoid treating shell HTML as documents.,,,no,no,,medium_vendor_or_browser
