ticker,company,source_type,url,coverage_note,has_dates,has_full_text,needs_js,_row_num,canonical_url,checked_at,http_status,fetch_status,final_url,content_type,server,sample_bytes,title_hint,date_hint_found,archive_hint_found,captcha_module_hint,hard_blocking_hint,http_error,robots_url,robots_status,robots_allowed,robots_error,crawler_grade,review_note
INTC,Intel,press_releases_archive,https://www.intc.com/news-events/press-releases,Intel investor press releases archive,yes,yes,yes,44,https://www.intc.com/news-events/press-releases,2026-05-13T09:55:45Z,200,ok,https://www.intc.com/news-events/press-releases,text/html; charset=UTF-8,Apache,46647,Press Releases :: Intel Corporation (INTC),yes,yes,yes,no,,https://www.intc.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
INTC,Intel,earnings_results_archive,https://www.intc.com/news-events/press-releases?category=financial,Intel financial press releases and quarterly earnings results archive,yes,yes,yes,45,https://www.intc.com/news-events/press-releases?category=financial,2026-05-13T09:55:46Z,200,ok,https://www.intc.com/news-events/press-releases?category=financial,text/html; charset=UTF-8,Apache,46220,Press Releases :: Intel Corporation (INTC),yes,yes,yes,no,,https://www.intc.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
JNJ,Johnson & Johnson,company_news_archive,https://www.jnj.com/media-center/press-releases,Johnson & Johnson official media center press releases,yes,yes,no,46,https://www.jnj.com/media-center/press-releases,2026-05-13T09:55:46Z,200,ok,https://www.jnj.com/media-center/press-releases,text/html;charset=UTF-8,istio-envoy,120000,Johnson &amp; Johnson Press Releases,yes,yes,no,no,,https://www.jnj.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
JNJ,Johnson & Johnson,press_releases_archive,https://www.jnj.com/media-center/press-releases/financial,Johnson & Johnson financial press releases archive,yes,yes,no,47,https://www.jnj.com/media-center/press-releases/financial,2026-05-13T09:55:47Z,200,ok,https://www.jnj.com/media-center/press-releases/financial,text/html;charset=UTF-8,istio-envoy,120000,Financial press releases | Johnson &amp; Johnson,yes,yes,no,no,,https://www.jnj.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
JNJ,Johnson & Johnson,earnings_results_archive,https://investor.jnj.com/financials/quarterly-results,Johnson & Johnson quarterly results archive,yes,yes,yes,48,https://investor.jnj.com/financials/quarterly-results,2026-05-13T09:55:47Z,200,ok,https://investor.jnj.com/financials/quarterly-results/,text/html; charset=utf-8,cloudflare,120000,Financials - Quarterly results | Johnson &amp; Johnson,yes,yes,no,no,,https://investor.jnj.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
JPM,JPMorgan Chase,company_news_archive,https://www.jpmorganchase.com/newsroom/press-releases,JPMorgan Chase official newsroom press releases,yes,yes,no,49,https://www.jpmorganchase.com/newsroom/press-releases,2026-05-13T09:55:48Z,200,ok,https://www.jpmorganchase.com/newsroom/press-releases,text/html;charset=utf-8,,101789,Press Releases,yes,yes,no,no,,https://www.jpmorganchase.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
JPM,JPMorgan Chase,investor_relations,https://www.jpmorganchase.com/ir,JPMorgan Chase investor relations page with press releases and filings,yes,yes,yes,50,https://www.jpmorganchase.com/ir,2026-05-13T09:55:48Z,200,ok,https://www.jpmorganchase.com/ir,text/html;charset=utf-8,,120000,Investor Relations | JPMorganChase,yes,yes,no,no,,https://www.jpmorganchase.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
JPM,JPMorgan Chase,earnings_results_archive,https://www.jpmorganchase.com/ir/quarterly-earnings,JPMorgan Chase quarterly earnings archive,yes,yes,yes,51,https://www.jpmorganchase.com/ir/quarterly-earnings,2026-05-13T09:55:48Z,200,ok,https://www.jpmorganchase.com/ir/quarterly-earnings,text/html;charset=utf-8,,111570,Quarterly Earnings | JPMorganChase,yes,yes,no,no,,https://www.jpmorganchase.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
KO,Coca-Cola,company_news_archive,https://www.coca-colacompany.com/media-center,Coca-Cola official media center with company news,yes,yes,no,52,https://www.coca-colacompany.com/media-center,2026-05-13T09:55:49Z,200,ok,https://www.coca-colacompany.com/media-center-,text/html,CEP,120000,Media Center,yes,yes,no,no,,https://www.coca-colacompany.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
KO,Coca-Cola,press_releases_archive,https://investors.coca-colacompany.com/news-events/press-releases,Coca-Cola investor press releases archive,yes,yes,yes,53,https://investors.coca-colacompany.com/news-events/press-releases,2026-05-13T09:55:49Z,200,ok,https://investors.coca-colacompany.com/news-events/press-releases,text/html; charset=UTF-8,Apache,72216,Press Releases :: The Coca-Cola Company (KO),yes,yes,yes,no,,https://investors.coca-colacompany.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
KO,Coca-Cola,earnings_results_archive,https://investors.coca-colacompany.com/news-events/press-releases?category=financial,Coca-Cola financial press releases and earnings results archive,yes,yes,yes,54,https://investors.coca-colacompany.com/news-events/press-releases?category=financial,2026-05-13T09:55:49Z,200,ok,https://investors.coca-colacompany.com/news-events/press-releases?category=financial,text/html; charset=UTF-8,Apache,52684,Press Releases :: The Coca-Cola Company (KO),yes,yes,yes,no,,https://investors.coca-colacompany.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MCD,McDonald's,company_news_archive,https://corporate.mcdonalds.com/corpmcd/en-us/CorpNewsroom.html,McDonald's official newsroom archive,yes,yes,yes,55,https://corporate.mcdonalds.com/corpmcd/en-us/CorpNewsroom.html,2026-05-13T09:55:50Z,200,ok,https://corporate.mcdonalds.com/corpmcd/en-us/CorpNewsroom.html,text/html;charset=utf-8,,120000,Newsroom,yes,yes,no,no,,https://corporate.mcdonalds.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MCD,McDonald's,press_releases_archive,https://investor.mcdonalds.com/news-releases,McDonald's investor news releases archive,yes,yes,yes,56,https://investor.mcdonalds.com/news-releases,2026-05-13T09:55:50Z,200,ok,https://corporate.mcdonalds.com/corpmcd/investors.html,text/html;charset=utf-8,,120000,"Investor Information, Services, and Relations | McDonald’s",yes,yes,no,no,,https://investor.mcdonalds.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MCD,McDonald's,earnings_results_archive,https://investor.mcdonalds.com/financial-information/quarterly-results/default.aspx,McDonald's quarterly results archive,yes,yes,yes,57,https://investor.mcdonalds.com/financial-information/quarterly-results/default.aspx,2026-05-13T09:55:50Z,200,ok,https://corporate.mcdonalds.com/corpmcd/investors.html,text/html;charset=utf-8,,120000,"Investor Information, Services, and Relations | McDonald’s",yes,yes,no,no,,https://investor.mcdonalds.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MMM,3M,company_news_archive,https://news.3m.com/press-releases,3M official newsroom press releases archive,yes,yes,no,58,https://news.3m.com/press-releases,2026-05-13T09:55:50Z,200,ok,https://news.3m.com/press-releases,text/html; charset=UTF-8,cloudflare,83592,3M News Center - Press Releases,yes,yes,yes,no,,https://news.3m.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MMM,3M,press_releases_archive,https://investors.3m.com/news-events/press-releases,3M investor press releases archive,yes,yes,yes,59,https://investors.3m.com/news-events/press-releases,2026-05-13T09:55:51Z,200,ok,https://investors.3m.com/news-events/press-releases,text/html; charset=UTF-8,Apache,68043,Press Releases :: 3M Company (MMM),yes,yes,yes,no,,https://investors.3m.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MMM,3M,earnings_results_archive,https://investors.3m.com/financials/quarterly-earnings,3M quarterly earnings archive,yes,yes,yes,60,https://investors.3m.com/financials/quarterly-earnings,2026-05-13T09:55:51Z,200,ok,https://investors.3m.com/financials/quarterly-earnings,text/html; charset=UTF-8,Apache,120000,Quarterly Earnings :: 3M Company (MMM),yes,yes,no,no,,https://investors.3m.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
MRK,Merck,company_news_archive,https://www.merck.com/media/news/,Merck official news releases archive with dated company releases,yes,yes,no,61,https://www.merck.com/media/news/,2026-05-13T09:55:52Z,403,failed,https://www.merck.com/media/news/,text/html; charset=utf-8,nginx,1048,403 Access Denied,no,no,no,yes,Forbidden,https://www.merck.com/robots.txt,403,,Forbidden,blocked_or_forbidden,Not usable with simple crawler; needs source-specific handling or replacement.
MRK,Merck,press_releases_archive,https://www.merck.com/newsroom/,Merck newsroom and media resources page,yes,yes,no,62,https://www.merck.com/newsroom/,2026-05-13T09:55:52Z,403,failed,https://www.merck.com/media/news/,text/html; charset=utf-8,nginx,1048,403 Access Denied,no,no,no,yes,Forbidden,https://www.merck.com/robots.txt,403,,Forbidden,blocked_or_forbidden,Not usable with simple crawler; needs source-specific handling or replacement.
MRK,Merck,earnings_results_archive,https://www.merck.com/investor-relations/,Merck investor relations page with quarterly earnings announcements and materials,yes,yes,yes,63,https://www.merck.com/investor-relations/,2026-05-13T09:55:52Z,403,failed,https://www.merck.com/investor-relations/,text/html; charset=utf-8,nginx,1048,403 Access Denied,no,no,no,yes,Forbidden,https://www.merck.com/robots.txt,403,,Forbidden,blocked_or_forbidden,Not usable with simple crawler; needs source-specific handling or replacement.
MSFT,Microsoft,company_news_archive,https://news.microsoft.com/source/,Microsoft Source official news archive,yes,yes,no,64,https://news.microsoft.com/source/,2026-05-13T09:55:52Z,200,ok,https://news.microsoft.com/source/,text/html; charset=UTF-8,cloudflare,120000,Microsoft Source,yes,yes,no,no,,https://news.microsoft.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
MSFT,Microsoft,press_releases_archive,https://news.microsoft.com/source/tag/press-releases/,Microsoft official press releases archive,yes,yes,no,65,https://news.microsoft.com/source/tag/press-releases/,2026-05-13T09:55:52Z,200,ok,https://news.microsoft.com/source/tag/press-releases/,text/html; charset=UTF-8,cloudflare,120000,Press releases Archives - Source,yes,yes,no,no,,https://news.microsoft.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
MSFT,Microsoft,earnings_results_archive,https://www.microsoft.com/en-us/Investor/earnings,Microsoft earnings archive with quarterly press releases and webcasts,yes,yes,no,66,https://www.microsoft.com/en-us/Investor/earnings,2026-05-13T09:55:53Z,200,ok,https://www.microsoft.com/en-us/Investor/earnings/default,text/html; charset=utf-8,,118606,Default,no,yes,no,no,,https://www.microsoft.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
NKE,Nike,company_news_archive,https://news.nike.com/,Nike official news archive,yes,yes,no,67,https://news.nike.com/,2026-05-13T09:55:53Z,200,ok,https://about.nike.com/en/newsroom,text/html; charset=utf-8,,120000,"NIKE, Inc. Newsroom: Press Releases, Product Announcements and Media Resources —",yes,yes,no,no,,https://news.nike.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
NKE,Nike,press_releases_archive,https://investors.nike.com/investors/news-events-and-reports/investor-news/default.aspx,Nike investor news releases archive,yes,yes,yes,68,https://investors.nike.com/investors/news-events-and-reports/investor-news/default.aspx,2026-05-13T09:55:53Z,200,ok,https://investors.nike.com/investors/news-events-and-reports/default.aspx?toggle=news,text/html; charset=utf-8,cloudflare,53319,"NIKE, Inc. - Investor Relations - Investors - News, Events and Reports",yes,yes,no,no,,https://investors.nike.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
NKE,Nike,earnings_results_archive,https://investors.nike.com/investors/news-events-and-reports/quarterly-earnings/default.aspx,Nike quarterly earnings and investor materials archive,yes,yes,yes,69,https://investors.nike.com/investors/news-events-and-reports/quarterly-earnings/default.aspx,2026-05-13T09:55:53Z,200,ok,https://investors.nike.com/investors/news-events-and-reports/?toggle=earnings,text/html; charset=utf-8,cloudflare,51874,"NIKE, Inc. - Investor Relations - Investors - News, Events and Reports",yes,yes,no,no,,https://investors.nike.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
PG,Procter & Gamble,company_news_archive,https://news.pg.com/news-releases,P&G official news releases archive,yes,yes,no,70,https://news.pg.com/news-releases,2026-05-13T09:55:53Z,200,ok,https://us.pg.com/newsroom/,text/html; charset=utf-8,,120000,Newsroom | P&amp;G,yes,yes,no,no,,https://news.pg.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
PG,Procter & Gamble,press_releases_archive,https://www.pginvestor.com/news/default.aspx,P&G investor news releases archive,yes,yes,yes,71,https://www.pginvestor.com/news/default.aspx,2026-05-13T09:55:53Z,200,ok,https://www.pginvestor.com/news/default.aspx,text/html; charset=utf-8,cloudflare,120000,News | Procter &amp; Gamble Investor Relations,yes,yes,yes,no,,https://www.pginvestor.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
PG,Procter & Gamble,earnings_results_archive,https://www.pginvestor.com/news/default.aspx?category=financial,P&G financial news and quarterly results archive,yes,yes,yes,72,https://www.pginvestor.com/news/default.aspx?category=financial,2026-05-13T09:55:54Z,200,ok,https://www.pginvestor.com/news/default.aspx?category=financial,text/html; charset=utf-8,cloudflare,120000,News | Procter &amp; Gamble Investor Relations,yes,yes,yes,no,,https://www.pginvestor.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
TRV,Travelers,press_releases_archive,https://investor.travelers.com/newsroom/press-releases/default.aspx,Travelers investor press releases archive,yes,yes,yes,73,https://investor.travelers.com/newsroom/press-releases/default.aspx,2026-05-13T09:55:55Z,200,ok,https://investor.travelers.com/newsroom/press-releases/default.aspx,text/html; charset=utf-8,cloudflare,100868,Travelers Investor Relations | Newsroom - Press Releases,yes,yes,yes,no,,https://investor.travelers.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
TRV,Travelers,company_news_archive,https://investor.travelers.com/newsroom/newsroom-overview/default.aspx,Travelers newsroom overview with press releases,yes,yes,yes,74,https://investor.travelers.com/newsroom/newsroom-overview/default.aspx,2026-05-13T09:55:55Z,200,ok,https://investor.travelers.com/newsroom/newsroom-overview/default.aspx,text/html; charset=utf-8,cloudflare,107345,Travelers Investor Relations | Newsroom,yes,yes,yes,no,,https://investor.travelers.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
TRV,Travelers,earnings_results_archive,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,Travelers quarterly results archive,yes,yes,yes,75,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,2026-05-13T09:55:55Z,200,ok,https://investor.travelers.com/financial-information/quarterly-results/default.aspx,text/html; charset=utf-8,cloudflare,76868,Travelers Investor Relations | Financial Information - Quarterly Results,yes,yes,yes,no,,https://investor.travelers.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
UNH,UnitedHealth Group,press_releases_archive,https://www.unitedhealthgroup.com/newsroom/press-releases.html,UnitedHealth Group press releases archive with dated release pages,yes,yes,no,76,https://www.unitedhealthgroup.com/newsroom/press-releases.html,2026-05-13T09:55:55Z,200,ok,https://www.unitedhealthgroup.com/newsroom/press-releases.html,text/html;charset=utf-8,,120000,Press Releases - UnitedHealth Group,yes,yes,no,no,,https://www.unitedhealthgroup.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
UNH,UnitedHealth Group,investor_relations,https://www.unitedhealthgroup.com/investors.html,UnitedHealth Group investor relations page,yes,yes,yes,77,https://www.unitedhealthgroup.com/investors.html,2026-05-13T09:55:55Z,200,ok,https://www.unitedhealthgroup.com/investors.html,text/html;charset=utf-8,,120000,Investor Information - UnitedHealth Group,yes,yes,no,no,,https://www.unitedhealthgroup.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
UNH,UnitedHealth Group,earnings_results_archive,https://www.unitedhealthgroup.com/investors/financial-reports.html,UnitedHealth Group financial reports and earnings materials page,yes,yes,yes,78,https://www.unitedhealthgroup.com/investors/financial-reports.html,2026-05-13T09:55:55Z,200,ok,https://www.unitedhealthgroup.com/investors/financial-reports.html,text/html;charset=utf-8,,120000,Financial & Earnings Reports - UnitedHealth Group,yes,yes,no,no,,https://www.unitedhealthgroup.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
V,Visa,company_news_archive,https://corporate.visa.com/en/sites/visa-perspectives/newsroom.html,Visa corporate newsroom archive,yes,yes,no,79,https://corporate.visa.com/en/sites/visa-perspectives/newsroom.html,2026-05-13T09:55:56Z,200,ok,https://corporate.visa.com/en/sites/visa-perspectives/newsroom.html,text/html,cloudflare,28039,Newsroom | Visa,yes,yes,no,no,,https://corporate.visa.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
V,Visa,press_releases_archive,https://usa.visa.com/about-visa/newsroom/press-releases.html,Visa official press releases archive,yes,yes,no,80,https://usa.visa.com/about-visa/newsroom/press-releases.html,2026-05-13T09:55:56Z,403,failed,https://usa.visa.com/about-visa/newsroom/press-releases.html,text/html; charset=UTF-8,cloudflare,5698,Just a moment...,no,no,no,no,Forbidden,https://usa.visa.com/robots.txt,403,,Forbidden,blocked_or_forbidden,Not usable with simple crawler; needs source-specific handling or replacement.
V,Visa,earnings_results_archive,https://investor.visa.com/financial-information/quarterly-earnings/default.aspx,Visa quarterly earnings archive,yes,yes,yes,81,https://investor.visa.com/financial-information/quarterly-earnings/default.aspx,2026-05-13T09:55:56Z,200,ok,https://investor.visa.com/financial-information/quarterly-earnings/default.aspx,text/html; charset=utf-8,cloudflare,48961,Visa - Financial Information - Quarterly Earnings,yes,yes,yes,no,,https://investor.visa.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
VZ,Verizon,company_news_archive,https://www.verizon.com/about/news,Verizon official news archive,yes,yes,no,82,https://www.verizon.com/about/news,2026-05-13T09:55:56Z,200,ok,https://www.verizon.com/about/news,text/html,,120000,Verizon News &amp; Stories | About Verizon,yes,yes,no,no,,https://www.verizon.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
VZ,Verizon,press_releases_archive,https://www.verizon.com/about/news/press-releases,Verizon official press releases archive,yes,yes,no,83,https://www.verizon.com/about/news/press-releases,2026-05-13T09:55:57Z,200,ok,https://www.verizon.com/about/news/press-releases,text/html,,120000,Press Releases | About Verizon,yes,yes,no,no,,https://www.verizon.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
VZ,Verizon,earnings_results_archive,https://www.verizon.com/about/investors/quarterly-reports,Verizon quarterly reports and earnings materials archive,yes,yes,yes,84,https://www.verizon.com/about/investors/quarterly-reports,2026-05-13T09:55:57Z,200,ok,https://www.verizon.com/about/investors/quarterly-earnings,text/html; charset=utf-8,,120000,Quarterly Earnings Conference Call Webcasts | About Verizon,yes,yes,no,no,,https://www.verizon.com/robots.txt,200,True,,browser_or_api_needed,"Accessible, but likely Q4/JS/captcha-module page; use browser, vendor-specific parser, sitemap, or RSS if available."
WMT,Walmart,company_news_archive,https://corporate.walmart.com/news,Walmart corporate news archive,yes,yes,no,85,https://corporate.walmart.com/news,2026-05-13T09:55:57Z,200,ok,https://corporate.walmart.com/content/corporate/en_us/news.html,text/html;charset=utf-8,,120000,News,yes,yes,no,no,,https://corporate.walmart.com/robots.txt,200,True,,crawler_ready,Accessible to simple GET; good first-pass crawler target.
WMT,Walmart,press_releases_archive,https://stock.walmart.com/investors/default.aspx,Walmart investor relations page with latest news and press releases,yes,yes,yes,86,https://stock.walmart.com/investors/default.aspx,2026-05-13T09:55:57Z,,failed,,,,0,,no,no,no,no,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,https://stock.walmart.com/robots.txt,,,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,fail,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>
WMT,Walmart,earnings_results_archive,https://stock.walmart.com/financial-information/financial-results,Walmart financial results archive with earnings releases and quarterly materials,yes,yes,yes,87,https://stock.walmart.com/financial-information/financial-results,2026-05-13T09:55:57Z,,failed,,,,0,,no,no,no,no,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,https://stock.walmart.com/robots.txt,,,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,fail,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>
